,click_0.50,click_0.51,click_0.52,click_0.53,click_0.54,click_0.55,click_0.56,click_0.57,click_0.58,click_0.59,click_0.5,click_0.60,click_0.61,click_0.62,click_0.63,click_0.64,click_0.65,click_0.66,click_0.67,click_0.68,click_0.69,click_0.70,click_0.71,click_0.72,click_0.73,click_0.74,click_0.75,click_0.76,click_0.77,click_0.78,click_0.79,click_0.80,click_0.81,click_0.82,click_0.83,click_0.84,click_0.85,click_0.86,click_0.87,click_0.88,click_0.89,click_0.90,click_0.91,click_0.92,click_0.93,click_0.94,click_0.95,click_0.96,click_0.97,click_0.98,click_0.99,click_1.00,click_1.0
YOL153C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YOL155C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,10,9,9,9,8,8,7,9,6,5,7,6,4,10,4,4
YOL156W,1,1,1,1,1,1,1,1,1,1,1,1,1,12,8,10,1,14,1,1,14,0,1,1,1,10,10,10,0,10,4,4,12,15,16,4,4,5,12,11,11,5,14,5,11,5,6,10,7,0,11,9,9
YOL158C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,4,15,12,16,11,7,3,1,1,2,2,3,3,3
YOL162W,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,4,2,1,1
YOL163W,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YOL165C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,8,8,7,9,6,5,7,6,4,2,4,4
YOL166C,1,1,1,1,1,1,3,1,1,1,1,5,3,5,5,1,1,5,7,7,7,9,8,8,9,9,8,9,8,9,8,8,4,14,11,8,11,4,6,6,6,7,7,9,6,8,0,0,0,0,9,6,6
YOR001W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR003W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,11,15,14,12,11,12,10,6,5,1,2,1,1
YOR007C,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,4,2,1,1
YOR010C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,6,7,7,9,7,9,1,1,2,2,3,3,3
YOR016C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,8,4,5,5,5,4,12,17,7,6,6,6,6,15,12,11,11,7,9,1,1,2,2,3,3,3
YOR018W,1,1,1,1,1,3,3,3,3,1,1,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,10,10,4,4,3,4,4,4,3,0,4,1,1
YOR019W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,5,5,5,2,5,5,5,5,5,6,6,7,1,2,1,1
YOR020C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YOR021C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,8,8,7,7,6,6,6,8,7,8,12,11,6,3,2,2
YOR022C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,12,4,3,4,3,3,1,1,4,1,1
YOR024W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,13,3,4,7,5,3,1,4,1,1
YOR027W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,9,11,2,9,2,10,4,4,3,4,4,9,8,3,4,4,5,3,1,13,1,1
YOR028C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,6,6,6,7,7,9,6,8,4,4,3,2,4,3,3
YOR029W,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,1,5,6,5,11,5,5,13,8,5,9,5,4,5,5,5,4,12,17,7,6,6,6,6,15,10,16,11,7,9,1,1,2,2,6,3,3
YOR030W,2,5,3,3,3,5,3,3,5,5,2,2,5,6,6,5,6,6,5,6,6,6,7,6,7,7,11,11,7,8,14,12,7,9,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5
YOR032C,1,1,1,1,1,1,3,1,1,1,1,5,7,9,1,8,1,11,7,7,7,1,8,8,9,9,8,9,10,11,11,9,11,14,11,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6
YOR033C,1,5,1,3,3,5,3,3,5,5,1,1,5,6,6,5,6,13,9,6,13,6,11,10,13,1,12,12,1,8,7,10,7,10,8,13,14,9,11,0,14,11,12,0,0,15,10,0,0,0,14,5,5
YOR040W,3,3,1,1,1,2,3,2,6,6,3,2,6,7,7,11,5,10,4,2,9,8,10,12,10,12,0,0,0,0,0,0,0,16,0,14,17,0,13,0,12,0,15,0,0,0,0,0,0,0,15,7,7
YOR042W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YOR049C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,12,16,11,7,9,1,1,2,2,3,3,3
YOR051C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,9,7,7,9,8,8,8,7,7,6,6,6,8,7,11,12,11,5,3,2,2
YOR052C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,10,11,10,10,2,13,2,15,2,2,3,3,1,1,2,1,1
YOR054C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,1,1,2,2,2,2,2,2,13,14,9,11,2,14,2,12,2,2,2,3,3,1,1,14,1,1
YOR055W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,3,3,1,1,2,1,1
YOR056C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,17,1,15,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR059C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YOR063W,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,10,6,3,2,2
YOR065W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,5,9,5,5,4,4,3,4,4,4,4,3,4,4,4,3,1,4,1,1
YOR078W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR091W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR095C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,8,8,8,5,1,2,2
YOR096W,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YOR098C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,1,2,2
YOR100C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,7,7,1,1,1,1,10,10,10,10,11,2,2,2,15,16,2,18,2,2,2,2,2,2,2,2,2,3,3,1,1,11,1,1
YOR101W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,8,7,8,8,8,5,1,2,2
YOR108W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR113W,1,5,3,3,3,5,3,3,5,5,1,1,5,6,6,5,6,6,5,6,6,6,9,6,11,13,12,7,7,8,7,10,7,10,8,13,14,9,11,0,14,11,12,12,0,15,10,0,0,0,14,5,5
YOR119C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,17,15,15,16,12,7,8,8,14,10,14,10,11,9,9,9,3,1,2,2
YOR120W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,7,1,2,1,1
YOR121C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,1,2,1,1
YOR124C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,13,14,9,11,2,14,11,12,2,2,15,3,3,1,1,4,1,1
YOR128C,2,5,3,4,5,5,3,5,9,9,2,2,2,2,2,6,7,0,2,2,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
YOR133W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,7,9,8,8,8,7,7,6,6,6,8,7,11,12,10,6,3,2,2
YOR135C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,3,4,4,9,13,3,4,7,5,1,1,4,1,1
YOR136W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,9,8,3,4,7,5,3,1,4,1,1
YOR137C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,18,20,4,9,7,13,12,12,8,15,7,5,6,5,10,6,4,5,4,4
YOR140W,2,2,2,2,2,4,4,4,4,4,2,2,2,8,2,6,7,8,2,2,4,2,2,4,6,6,6,6,6,6,6,6,6,6,15,6,16,12,7,8,8,14,10,14,10,11,9,9,9,4,1,2,2
YOR144C,2,5,3,3,3,5,3,3,5,5,2,2,2,8,2,6,7,8,2,2,6,6,7,6,7,11,11,11,13,12,12,12,7,9,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5
YOR145C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR146W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR152C,3,3,3,3,3,5,3,3,5,5,3,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,14,14,11,7,9,13,12,13,6,6,0,15,12,16,11,7,10,0,0,0,0,7,5,5
YOR153W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,11,3,9,17,7,3,6,3,4,15,12,16,11,7,9,1,1,2,2,3,3,3
YOR155C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,5,5,5,5,5,5,5,5,5,6,6,7,1,2,1,1
YOR157C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,5,1,2,1,1
YOR161C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,5,3,1,4,1,1
YOR167C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOR168W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,9,7,7,9,8,8,8,7,7,6,6,6,8,16,11,12,11,6,3,2,2
YOR173W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,14,3,3,1,1,4,1,1
YOR175C,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,3,4,3,3,3,3,13,16,1,1,2,2,3,2,2
YOR178C,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,8,6,8,4,4,3,0,4,1,1
YOR181W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,12,12,1,8,7,10,2,10,8,13,14,9,4,3,4,11,4,4,3,15,4,4,3,1,4,1,1
YOR182C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOR183W,3,3,3,3,3,3,3,1,1,1,3,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,8,9,8,9,8,8,4,5,11,7,6,6,6,6,6,10,7,9,6,8,4,4,3,0,6,3,3
YOR185C,1,1,1,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,6,5,7,6,4,2,1,1
YOR191W,3,3,1,1,1,1,3,1,6,1,3,5,3,7,7,11,5,12,6,5,8,7,6,7,8,8,9,8,9,7,9,7,8,11,12,0,12,0,12,0,0,0,0,13,0,14,7,0,0,0,6,8,8
YOR204W,4,4,2,2,2,2,2,2,4,10,4,2,6,2,2,2,2,10,4,4,9,2,2,14,6,6,6,6,6,6,15,16,13,16,18,14,17,7,13,12,12,9,15,10,10,13,9,9,9,3,1,4,4
YOR206W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR207C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR210W,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,11,11,10,6,3,2,2
YOR211C,3,3,1,2,1,1,3,2,6,6,3,2,3,7,7,11,5,12,2,2,11,8,10,12,10,12,14,13,12,13,10,13,9,7,7,9,0,0,0,0,0,0,0,0,0,0,0,11,10,6,15,7,7
YOR214C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,9,8,3,3,9,8,9,8,9,8,8,3,14,11,7,6,6,6,6,6,7,7,9,6,8,1,1,2,2,3,3,3
YOR215C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,4,1,1
YOR220W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,14,1,1,1,1,1,1,1,1,16,1,10,11,18,17,12,8,14,11,10,11,10,10,5,5,5,5,5,5,6,10,7,0,13,9,9
YOR222W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOR223W,4,4,4,4,5,4,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
YOR224C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,7,7,6,6,6,13,16,11,11,2,2,3,2,2
YOR225W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,7,6,6,3,4,15,12,3,11,7,9,1,1,2,2,3,3,3
YOR230W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,16,5,4,5,19,5,6,6,6,6,6,7,9,8,6,8,1,1,2,2,3,3,3
YOR233W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,17,15,15,16,12,1,1,8,1,10,1,1,1,2,2,4,3,1,2,2
YOR234C,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,6,3,2,2
YOR235W,3,2,0,0,0,2,4,6,8,8,3,5,7,9,10,8,9,11,7,7,15,9,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,12
YOR236W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,3,1,2,2
YOR243C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR252W,2,5,3,3,3,5,3,3,5,5,2,2,5,6,6,5,6,6,5,6,6,6,7,6,7,11,11,11,13,12,12,12,7,9,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5
YOR255W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,7,1,1,1,1,9,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,11,12,10,6,5,1,2,1,1
YOR268C,3,3,3,3,3,3,3,1,1,1,3,5,3,5,5,7,5,7,7,10,7,9,8,8,9,9,8,14,8,9,16,8,4,12,11,8,11,6,6,6,6,7,7,9,6,8,1,1,2,2,15,3,3
YOR271C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR272W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR273C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,6,7,7,9,7,9,1,1,2,2,3,3,3
YOR276W,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,6,3,2,2
YOR277C,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,11,11,10,6,3,2,2
YOR285W,4,4,4,4,4,4,4,4,4,4,4,1,1,10,9,9,8,4,8,8,10,10,9,9,4,15,13,0,0,0,17,15,0,13,10,10,15,10,9,9,9,8,8,7,9,6,5,7,6,0,8,4,4
YOR287C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR288C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,6,6,6,6,9,10,9,12,9,8,8,7,9,6,5,7,6,4,5,4,4
YOR289W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YOR292C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,4,4,3,4,4,4,4,3,4,4,4,1,1,4,1,1
YOR293W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOR294W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR295W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR298W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOR303W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR306C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YOR309C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,1,2,2
YOR310C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,5,1,2,2
YOR312C,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YOR313C,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,12,17,7,6,6,6,6,6,10,7,9,6,9,7,5,3,2,6,3,3
YOR314W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,8,11,4,9,17,7,6,6,6,6,6,12,7,9,7,9,1,1,2,2,3,3,3
YOR317W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,3,15,3,3,1,1,4,1,1
YOR318C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,14,11,3,9,3,7,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YOR335C,2,3,1,2,2,2,2,2,2,2,2,2,8,11,11,2,2,2,2,2,2,2,2,2,10,12,2,13,12,1,1,1,9,7,7,9,8,8,8,7,7,6,6,6,8,7,8,12,11,7,0,7,7
YOR337W,2,2,2,2,2,4,4,4,4,4,2,4,4,2,2,2,2,10,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,10,10,10,11,9,9,9,4,1,2,2
YOR338W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,12,9,15,10,10,13,9,9,9,4,1,4,4
YOR339C,3,3,1,2,2,2,2,1,2,2,3,2,8,11,11,2,10,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,6,8,7,11,12,11,7,0,10,10
YOR340C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,8,7,8,8,8,5,1,2,2
